run_id,scenario,workload,config,problems,warmup,iters,seed,persistent_ctas,mode,prep_ms,kernel_ms,tflops,tiles,grid_ctas,launches,tail_share
42,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,42,0,sort_by_tiles,0.124,0.764,2.074,867,72,1,0.011
42,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,42,0,sort_by_tiles_then_k,0.114,0.739,2.146,867,72,1,0.011
42,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,42,0,baseline_per_problem,0.000,7.845,0.202,867,0,512,0.000
43,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,20260328,0,none,0.064,0.383,3.829,851,72,1,0.084
43,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,20260328,0,sort_by_k,0.112,0.369,3.982,851,72,1,0.012
43,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,20260328,0,sort_by_tiles,0.121,0.399,3.679,851,72,1,0.012
43,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,20260328,0,sort_by_tiles_then_k,0.103,0.658,2.231,851,72,1,0.012
43,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,20260328,0,baseline_per_problem,0.000,7.620,0.193,851,0,512,0.000
44,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,777,0,none,0.395,0.394,3.710,841,72,1,0.108
44,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,777,0,sort_by_k,2.236,0.743,1.967,841,72,1,0.012
44,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,777,0,sort_by_tiles,0.397,0.700,2.090,841,72,1,0.012
44,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,777,0,sort_by_tiles_then_k,0.446,0.691,2.117,841,72,1,0.012
44,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,777,0,baseline_per_problem,0.000,5.746,0.254,841,0,512,0.000
45,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,20260331,0,none,0.092,0.414,3.920,883,72,1,0.058
45,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,20260331,0,sort_by_k,0.128,0.776,2.093,883,72,1,0.011
45,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,20260331,0,sort_by_tiles,0.101,0.781,2.078,883,72,1,0.011
45,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,20260331,0,sort_by_tiles_then_k,0.127,0.744,2.183,883,72,1,0.011
45,sweep_seed_tail_128x64x32,tail,128x64x32,512,10,50,20260331,0,baseline_per_problem,0.000,7.708,0.211,883,0,512,0.000
46,sweep_warmup_iters,mixed,64x64x16,256,5,20,42,0,none,0.033,0.103,2.766,620,144,1,0.123
46,sweep_warmup_iters,mixed,64x64x16,256,5,20,42,0,sort_by_k,0.092,0.095,2.998,620,144,1,0.012
46,sweep_warmup_iters,mixed,64x64x16,256,5,20,42,0,sort_by_tiles,0.047,0.100,2.831,620,144,1,0.010
46,sweep_warmup_iters,mixed,64x64x16,256,5,20,42,0,sort_by_tiles_then_k,0.042,0.099,2.880,620,144,1,0.010
46,sweep_warmup_iters,mixed,64x64x16,256,5,20,42,0,baseline_per_problem,0.000,2.760,0.103,620,0,256,0.000
47,sweep_warmup_iters,mixed,64x64x16,256,10,50,42,0,none,0.092,0.102,2.797,620,144,1,0.123
47,sweep_warmup_iters,mixed,64x64x16,256,10,50,42,0,sort_by_k,0.084,0.095,2.987,620,144,1,0.012
47,sweep_warmup_iters,mixed,64x64x16,256,10,50,42,0,sort_by_tiles,0.082,0.099,2.870,620,144,1,0.010
47,sweep_warmup_iters,mixed,64x64x16,256,10,50,42,0,sort_by_tiles_then_k,0.068,0.100,2.851,620,144,1,0.010
47,sweep_warmup_iters,mixed,64x64x16,256,10,50,42,0,baseline_per_problem,0.000,2.623,0.108,620,0,256,0.000
48,sweep_warmup_iters,mixed,64x64x16,256,20,100,42,0,none,0.039,0.102,2.784,620,144,1,0.123
48,sweep_warmup_iters,mixed,64x64x16,256,20,100,42,0,sort_by_k,0.061,0.095,2.986,620,144,1,0.012
48,sweep_warmup_iters,mixed,64x64x16,256,20,100,42,0,sort_by_tiles,0.056,0.113,2.528,620,144,1,0.010
48,sweep_warmup_iters,mixed,64x64x16,256,20,100,42,0,sort_by_tiles_then_k,0.091,0.145,1.961,620,144,1,0.010
48,sweep_warmup_iters,mixed,64x64x16,256,20,100,42,0,baseline_per_problem,0.000,3.104,0.092,620,0,256,0.000
